DATE,TOTBKCR
1978-08-30,951.9846
1978-09-06,956.5278
1978-09-13,958.085
1978-09-20,963.2119
1978-09-27,965.6437
1978-10-04,966.2436
1978-10-11,970.0522
1978-10-18,970.6963
1978-10-25,973.8759
1978-11-01,979.0093
1978-11-08,978.61
1978-11-15,983.612
1978-11-22,985.9617
1978-11-29,987.7472
1978-12-06,989.436
1978-12-13,993.0338
1978-12-20,997.9168
1978-12-27,1001.0723
1979-01-03,994.009
1979-01-10,997.9384
1979-01-17,998.1658
1979-01-24,1003.2533
1979-01-31,1003.0688
1979-02-07,1004.4531
1979-02-14,1006.4324
1979-02-21,1009.523
1979-02-28,1011.2247
1979-03-07,1013.8076
1979-03-14,1016.7338
1979-03-21,1022.0613
1979-03-28,1024.8134
1979-04-04,1028.8389
1979-04-11,1033.452
1979-04-18,1036.9081
1979-04-25,1038.4732
1979-05-02,1038.9254
1979-05-09,1042.4794
1979-05-16,1045.64
1979-05-23,1048.7777
1979-05-30,1050.1816
1979-06-06,1054.5588
1979-06-13,1058.2342
1979-06-20,1062.0173
1979-06-27,1065.2979
1979-07-04,1068.2084
1979-07-11,1074.2608
1979-07-18,1074.0402
1979-07-25,1078.262
1979-08-01,1077.9415
1979-08-08,1078.9
1979-08-15,1081.7357
1979-08-22,1083.9171
1979-08-29,1085.6484
1979-09-05,1092.1745
1979-09-12,1095.6205
1979-09-19,1101.3623
1979-09-26,1102.0782
1979-10-03,1100.2006
1979-10-10,1105.1174
1979-10-17,1104.2121
1979-10-24,1104.97
1979-10-31,1104.8039
1979-11-07,1102.4274
1979-11-14,1105.1851
1979-11-21,1103.6959
1979-11-28,1102.8665
1979-12-05,1106.9267
1979-12-12,1109.3383
1979-12-19,1110.4019
1979-12-26,1111.935
1980-01-02,1110.9161
1980-01-09,1113.3075
1980-01-16,1114.0063
1980-01-23,1116.5121
1980-01-30,1115.6049
1980-02-06,1122.7838
1980-02-13,1126.0171
1980-02-20,1130.7715
1980-02-27,1130.8365
1980-03-05,1134.9727
1980-03-12,1137.7391
1980-03-19,1137.6301
1980-03-26,1138.9039
1980-04-02,1140.9894
1980-04-09,1141.392
1980-04-16,1139.379
1980-04-23,1139.2984
1980-04-30,1140.0037
1980-05-07,1135.6716
1980-05-14,1137.9398
1980-05-21,1137.8052
1980-05-28,1137.3376
1980-06-04,1134.7083
1980-06-11,1135.9319
1980-06-18,1136.1372
1980-06-25,1138.966
1980-07-02,1139.0132
1980-07-09,1141.95
1980-07-16,1144.4518
1980-07-23,1147.8602
1980-07-30,1147.6551
1980-08-06,1153.1806
1980-08-13,1153.986
1980-08-20,1158.2987
1980-08-27,1160.4721
1980-09-03,1160.6688
1980-09-10,1162.8088
1980-09-17,1164.5409
1980-09-24,1166.1341
1980-10-01,1171.9224
1980-10-08,1172.906
1980-10-15,1176.6534
1980-10-22,1180.4111
1980-10-29,1183.3956
1980-11-05,1189.8252
1980-11-12,1193.9636
1980-11-19,1195.88
1980-11-26,1200.2973
1980-12-03,1200.2659
1980-12-10,1207.1323
1980-12-17,1206.8186
1980-12-24,1207.9353
1980-12-31,1209.8429
1981-01-07,1210.1056
1981-01-14,1214.0636
1981-01-21,1215.2739
1981-01-28,1217.162
1981-02-04,1218.9052
1981-02-11,1218.8664
1981-02-18,1219.8084
1981-02-25,1222.2329
1981-03-04,1223.8402
1981-03-11,1222.7569
1981-03-18,1224.1955
1981-03-25,1224.8175
1981-04-01,1230.7583
1981-04-08,1229.8242
1981-04-15,1232.6868
1981-04-22,1235.4538
1981-04-29,1239.3042
1981-05-06,1245.146
1981-05-13,1246.4132
1981-05-20,1247.6322
1981-05-27,1250.0673
1981-06-03,1254.1997
1981-06-10,1253.8388
1981-06-17,1258.2996
1981-06-24,1258.0204
1981-07-01,1261.7867
1981-07-08,1259.1122
1981-07-15,1262.3508
1981-07-22,1263.6449
1981-07-29,1266.457
1981-08-05,1271.1281
1981-08-12,1270.2756
1981-08-19,1267.1769
1981-08-26,1272.0373
1981-09-02,1274.0235
1981-09-09,1274.2998
1981-09-16,1275.9348
1981-09-23,1275.3978
1981-09-30,1285.6041
1981-10-07,1281.5583
1981-10-14,1282.4449
1981-10-21,1285.5302
1981-10-28,1284.2704
1981-11-04,1286.2911
1981-11-11,1288.0971
1981-11-18,1288.7857
1981-11-25,1293.4231
1981-12-02,1295.2615
1981-12-09,1284.7978
1981-12-16,1285.794
1981-12-23,1283.139
1981-12-30,1285.1742
1982-01-06,1283.7744
1982-01-13,1288.2709
1982-01-20,1288.9696
1982-01-27,1295.4951
1982-02-03,1297.9664
1982-02-10,1302.4513
1982-02-17,1304.492
1982-02-24,1307.9502
1982-03-03,1305.1615
1982-03-10,1308.2939
1982-03-17,1310.5774
1982-03-24,1312.9758
1982-03-31,1319.8699
1982-04-07,1327.8444
1982-04-14,1325.338
1982-04-21,1325.6388
1982-04-28,1325.1596
1982-05-05,1330.7098
1982-05-12,1332.4197
1982-05-19,1332.6465
1982-05-26,1339.0528
1982-06-02,1338.164
1982-06-09,1343.0416
1982-06-16,1341.4915
1982-06-23,1342.4197
1982-06-30,1346.2365
1982-07-07,1345.661
1982-07-14,1349.1704
1982-07-21,1348.6537
1982-07-28,1352.3263
1982-08-04,1351.712
1982-08-11,1354.2678
1982-08-18,1354.8539
1982-08-25,1355.8288
1982-09-01,1359.4057
1982-09-08,1360.9645
1982-09-15,1364.1927
1982-09-22,1365.4441
1982-09-29,1367.0864
1982-10-06,1370.9729
1982-10-13,1374.0785
1982-10-20,1375.0521
1982-10-27,1376.2131
1982-11-03,1375.5293
1982-11-10,1374.7263
1982-11-17,1373.4456
1982-11-24,1375.4434
1982-12-01,1375.5578
1982-12-08,1381.2567
1982-12-15,1381.5847
1982-12-22,1384.6879
1982-12-29,1381.5345
1983-01-05,1389.3978
1983-01-12,1390.4398
1983-01-19,1392.3926
1983-01-26,1396.8702
1983-02-02,1399.5273
1983-02-09,1398.6385
1983-02-16,1399.7989
1983-02-23,1400.5734
1983-03-02,1409.3735
1983-03-09,1410.1885
1983-03-16,1414.1423
1983-03-23,1417.0822
1983-03-30,1420.6188
1983-04-06,1424.6058
1983-04-13,1423.9546
1983-04-20,1429.2003
1983-04-27,1430.1645
1983-05-04,1431.3104
1983-05-11,1435.5076
1983-05-18,1438.5392
1983-05-25,1441.6828
1983-06-01,1449.6867
1983-06-08,1452.646
1983-06-15,1456.4468
1983-06-22,1456.9079
1983-06-29,1459.3899
1983-07-06,1463.7808
1983-07-13,1462.7297
1983-07-20,1468.3315
1983-07-27,1470.1174
1983-08-03,1473.1312
1983-08-10,1474.6796
1983-08-17,1478.8076
1983-08-24,1482.8445
1983-08-31,1485.0276
1983-09-07,1486.9481
1983-09-14,1488.2242
1983-09-21,1493.1248
1983-09-28,1493.6567
1983-10-05,1499.6835
1983-10-12,1504.3779
1983-10-19,1505.9308
1983-10-26,1513.2891
1983-11-02,1514.217
1983-11-09,1520.8426
1983-11-16,1522.9934
1983-11-23,1524.8604
1983-11-30,1525.5672
1983-12-07,1531.3727
1983-12-14,1534.4067
1983-12-21,1534.4924
1983-12-28,1533.5048
1984-01-04,1535.5814
1984-01-11,1538.4639
1984-01-18,1538.1949
1984-01-25,1540.6374
1984-02-01,1546.2331
1984-02-08,1551.4433
1984-02-15,1561.9858
1984-02-22,1561.1439
1984-02-29,1567.1403
1984-03-07,1568.5382
1984-03-14,1574.6253
1984-03-21,1575.6897
1984-03-28,1576.6937
1984-04-04,1586.2912
1984-04-11,1584.3952
1984-04-18,1593.242
1984-04-25,1598.0424
1984-05-02,1599.4862
1984-05-09,1604.8112
1984-05-16,1605.6007
1984-05-23,1610.869
1984-05-30,1613.9166
1984-06-06,1617.8633
1984-06-13,1617.7083
1984-06-20,1622.1593
1984-06-27,1625.8716
1984-07-04,1629.0122
1984-07-11,1633.393
1984-07-18,1631.1221
1984-07-25,1638.459
1984-08-01,1637.5313
1984-08-08,1639.407
1984-08-15,1642.7117
1984-08-22,1644.6731
1984-08-29,1645.8431
1984-09-05,1647.3261
1984-09-12,1654.9004
1984-09-19,1657.8551
1984-09-26,1659.0939
1984-10-03,1656.4697
1984-10-10,1664.0927
1984-10-17,1664.2809
1984-10-24,1667.2263
1984-10-31,1677.3993
1984-11-07,1679.0543
1984-11-14,1683.1042
1984-11-21,1683.3593
1984-11-28,1679.5113
1984-12-05,1689.6434
1984-12-12,1693.0082
1984-12-19,1698.3171
1984-12-26,1700.3957
1985-01-02,1695.7083
1985-01-09,1700.6569
1985-01-16,1700.3702
1985-01-23,1706.4015
1985-01-30,1708.0116
1985-02-06,1715.4497
1985-02-13,1717.7315
1985-02-20,1722.2027
1985-02-27,1725.9091
1985-03-06,1731.8919
1985-03-13,1734.4366
1985-03-20,1736.4627
1985-03-27,1736.2494
1985-04-03,1737.35
1985-04-10,1734.4136
1985-04-17,1734.0167
1985-04-24,1738.8155
1985-05-01,1739.7245
